Latitude (decimal degrees):	36.984
Longitude (decimal degrees):	-6.432
Elevation (m):	1
Radiation database:	PVGIS-SARAH


Slope: - deg. 
Azimuth: - deg. 
time,G(i),H_sun,T2m,WS10m,Int
20050121:1509,1000.57,22.61,17.33,1.85,0.0
20050121:1609,1022.96,14.12,16.95,1.49,0.0
20050121:1709,812.67,4.18,16.57,1.13,0.0
20050121:1809,0.0,0.0,16.19,0.77,0.0
20050121:1909,0.0,0.0,15.06,0.88,0.0
20050121:2009,0.0,0.0,13.93,0.99,0.0
20050121:2109,0.0,0.0,12.79,1.1,0.0
20050121:2209,0.0,0.0,12.02,1.27,0.0
20050121:2309,0.0,0.0,11.24,1.44,0.0
20050122:0009,0.0,0.0,10.47,1.61,0.0
20050122:0109,0.0,0.0,10.17,1.79,0.0
20050122:0209,0.0,0.0,9.88,1.96,0.0
20050122:0309,0.0,0.0,9.58,2.14,0.0
20050122:0409,0.0,0.0,9.23,1.72,0.0
20050122:0509,0.0,0.0,8.87,1.31,0.0
20050122:0609,0.0,0.0,8.51,0.9,0.0
20050122:0709,0.0,0.0,8.92,0.63,0.0
20050122:0809,10.73,5.39,9.32,0.36,1.0
20050122:0909,266.95,15.23,9.73,0.1,0.0
20050122:1009,370.51,23.57,11.39,0.45,0.0
20050122:1109,477.7,29.72,13.05,0.8,0.0
20050122:1209,979.92,32.97,14.72,1.16,0.0
20050122:1309,1036.36,32.8,15.28,1.52,0.0
20050122:1409,1052.54,29.24,15.84,1.88,0.0
20050122:1509,1015.31,22.84,16.4,2.23,0.0
20050122:1609,1037.81,14.33,15.52,2.54,0.0
20050122:1709,1072.41,4.38,14.65,2.85,0.0
20050122:1809,0.0,0.0,13.77,3.16,0.0
20050122:1909,0.0,0.0,13.11,2.97,0.0
20050122:2009,0.0,0.0,12.45,2.78,0.0
20050122:2109,0.0,0.0,11.79,2.59,0.0
20050122:2209,0.0,0.0,11.36,2.18,0.0
20050122:2309,0.0,0.0,10.93,1.77,0.0
20050123:0009,0.0,0.0,10.5,1.35,0.0
20050123:0109,0.0,0.0,10.01,1.23,0.0
20050123:0209,0.0,0.0,9.53,1.11,0.0
20050123:0309,0.0,0.0,9.04,0.99,0.0
20050123:0409,0.0,0.0,8.74,0.73,0.0
20050123:0509,0.0,0.0,8.44,0.47,0.0
20050123:0609,0.0,0.0,8.14,0.21,0.0
20050123:0709,0.0,0.0,8.36,0.35,0.0
20050123:0809,10.52,5.5,8.57,0.49,1.0
20050123:0909,109.57,15.37,8.79,0.63,0.0
20050123:1009,80.53,23.73,10.12,0.66,0.0
20050123:1109,302.03,29.92,11.45,0.68,0.0
20050123:1209,234.05,33.19,12.78,0.7,0.0
20050123:1309,553.86,33.04,13.37,1.19,0.0
20050123:1409,883.16,29.48,13.97,1.68,0.0
20050123:1509,839.04,23.07,14.56,2.17,0.0
20050123:1609,630.68,14.55,13.8,2.42,0.0
20050123:1709,278.97,4.58,13.04,2.68,0.0
20050123:1809,0.0,0.0,12.27,2.94,0.0
20050123:1909,0.0,0.0,11.74,2.8,0.0
20050123:2009,0.0,0.0,11.21,2.67,0.0
20050123:2109,0.0,0.0,10.67,2.54,0.0
20050123:2209,0.0,0.0,10.31,2.35,0.0
20050123:2309,0.0,0.0,9.94,2.17,0.0
20050124:0009,0.0,0.0,9.57,1.99,0.0
20050124:0109,0.0,0.0,9.27,1.94,0.0
20050124:0209,0.0,0.0,8.97,1.89,0.0
20050124:0309,0.0,0.0,8.67,1.83,0.0
20050124:0409,0.0,0.0,8.36,1.81,0.0
20050124:0509,0.0,0.0,8.05,1.79,0.0
20050124:0609,0.0,0.0,7.74,1.77,0.0
20050124:0709,0.0,0.0,8.07,1.61,0.0
20050124:0809,10.31,5.62,8.39,1.46,1.0
20050124:0909,115.42,15.51,8.71,1.31,0.0
20050124:1009,69.23,23.9,9.96,1.65,0.0
20050124:1109,103.94,30.12,11.2,1.99,0.0
20050124:1209,116.33,33.42,12.45,2.33,0.0
20050124:1309,181.86,33.28,13.11,2.74,0.0
20050124:1409,160.47,29.72,13.78,3.16,0.0
20050124:1509,994.23,23.3,14.44,3.57,0.0
20050124:1609,1064.04,14.77,13.76,3.16,0.0
20050124:1709,322.87,4.78,13.07,2.75,0.0
20050124:1809,0.0,0.0,12.38,2.34,0.0
20050124:1909,0.0,0.0,11.91,2.71,0.0
20050124:2009,0.0,0.0,11.44,3.07,0.0
20050124:2109,0.0,0.0,10.96,3.43,0.0
20050124:2209,0.0,0.0,10.56,3.31,0.0
20050124:2309,0.0,0.0,10.16,3.19,0.0
20050125:0009,0.0,0.0,9.76,3.06,0.0
20050125:0109,0.0,0.0,9.07,3.4,0.0
20050125:0209,0.0,0.0,8.39,3.73,0.0
20050125:0309,0.0,0.0,7.7,4.07,0.0
20050125:0409,0.0,0.0,7.0,4.3,0.0
20050125:0509,0.0,0.0,6.3,4.53,0.0
20050125:0609,0.0,0.0,5.6,4.76,0.0
20050125:0709,0.0,0.0,5.74,5.28,0.0
20050125:0809,10.1,5.74,5.87,5.8,1.0
20050125:0909,576.36,15.65,6.01,6.32,0.0
20050125:1009,801.16,24.08,7.26,6.55,0.0
20050125:1109,944.99,30.33,8.5,6.78,0.0
20050125:1209,1002.43,33.66,9.75,7.01,0.0
20050125:1309,990.78,33.53,10.73,6.54,0.0
20050125:1409,1104.2,29.97,11.71,6.08,0.0
20050125:1509,1084.07,23.54,12.69,5.61,0.0
20050125:1609,1090.57,14.99,11.9,4.86,0.0
20050125:1709,1185.11,4.99,11.11,4.11,0.0
20050125:1809,0.0,0.0,10.32,3.35,0.0
20050125:1909,0.0,0.0,9.58,3.61,0.0
20050125:2009,0.0,0.0,8.84,3.88,0.0
20050125:2109,0.0,0.0,8.09,4.14,0.0
20050125:2209,0.0,0.0,7.59,3.88,0.0
20050125:2309,0.0,0.0,7.08,3.62,0.0
20050126:0009,0.0,0.0,6.57,3.37,0.0
20050126:0109,0.0,0.0,6.08,3.08,0.0
20050126:0209,0.0,0.0,5.59,2.79,0.0
20050126:0309,0.0,0.0,5.09,2.5,0.0
20050126:0409,0.0,0.0,4.78,2.57,0.0
20050126:0509,0.0,0.0,4.47,2.63,0.0
20050126:0609,0.0,0.0,4.16,2.7,0.0
20050126:0709,0.0,0.0,4.59,3.05,0.0
20050126:0809,113.21,5.86,5.01,3.39,0.0
20050126:0909,703.64,15.8,5.43,3.74,0.0
20050126:1009,894.64,24.26,6.7,4.15,0.0
20050126:1109,1047.06,30.54,7.96,4.56,0.0
20050126:1209,1087.64,33.9,9.23,4.97,0.0
20050126:1309,1155.68,33.79,9.92,4.85,0.0
20050126:1409,1141.64,30.23,10.62,4.74,0.0
20050126:1509,86.64,23.78,11.31,4.62,0.0
20050126:1609,968.23,15.22,10.66,4.04,0.0
20050126:1709,112.85,5.2,10.01,3.46,0.0
20050126:1809,0.0,0.0,9.35,2.88,0.0
20050126:1909,0.0,0.0,8.77,3.27,0.0
20050126:2009,0.0,0.0,8.19,3.66,0.0
20050126:2109,0.0,0.0,7.6,4.06,0.0
20050126:2209,0.0,0.0,6.85,4.6,0.0
20050126:2309,0.0,0.0,6.09,5.14,0.0
20050127:0009,0.0,0.0,5.33,5.68,0.0
20050127:0109,0.0,0.0,4.73,5.34,0.0
20050127:0209,0.0,0.0,4.13,4.99,0.0
20050127:0309,0.0,0.0,3.53,4.65,0.0
20050127:0409,0.0,0.0,2.87,5.0,0.0
20050127:0509,0.0,0.0,2.21,5.35,0.0
20050127:0609,0.0,0.0,1.55,5.7,0.0
20050127:0709,0.0,0.0,1.7,6.01,0.0
20050127:0809,131.48,5.99,1.84,6.33,0.0
20050127:0909,660.01,15.96,1.98,6.65,0.0
20050127:1009,942.45,24.45,3.17,6.53,0.0
20050127:1109,1025.45,30.76,4.35,6.42,0.0
20050127:1209,1116.9,34.15,5.54,6.3,0.0
20050127:1309,1157.1,34.05,6.39,6.05,0.0
20050127:1409,1179.67,30.48,7.24,5.8,0.0
20050127:1509,1190.06,24.03,8.09,5.54,0.0
20050127:1609,1189.12,15.44,7.59,4.52,0.0
20050127:1709,1246.85,5.41,7.09,3.49,0.0
20050127:1809,0.0,0.0,6.59,2.47,0.0
20050127:1909,0.0,0.0,6.3,2.57,0.0
20050127:2009,0.0,0.0,6.01,2.67,0.0
20050127:2109,0.0,0.0,5.71,2.77,0.0
20050127:2209,0.0,0.0,5.42,2.91,0.0
20050127:2309,0.0,0.0,5.12,3.04,0.0
20050128:0009,0.0,0.0,4.82,3.17,0.0
20050128:0109,0.0,0.0,4.25,3.1,0.0
20050128:0209,0.0,0.0,3.68,3.03,0.0
20050128:0309,0.0,0.0,3.11,2.97,0.0
20050128:0409,0.0,0.0,2.8,3.03,0.0
20050128:0509,0.0,0.0,2.49,3.1,0.0
20050128:0609,0.0,0.0,2.18,3.17,0.0
20050128:0709,0.0,0.0,2.57,3.6,0.0
20050128:0809,150.29,6.13,2.95,4.04,0.0
20050128:0909,669.71,16.13,3.33,4.47,0.0
20050128:1009,945.66,24.64,4.65,4.34,0.0
20050128:1109,1026.5,30.99,5.97,4.22,0.0
20050128:1209,1075.0,34.4,7.3,4.1,0.0
20050128:1309,1104.14,34.31,7.96,3.66,0.0
20050128:1409,1159.63,30.75,8.62,3.22,0.0
20050128:1509,1184.96,24.27,9.27,2.79,0.0
20050128:1609,1129.42,15.67,8.69,2.92,0.0
20050128:1709,1114.05,5.62,8.1,3.06,0.0
20050128:1809,0.0,0.0,7.51,3.2,0.0
20050128:1909,0.0,0.0,7.13,3.33,0.0
20050128:2009,0.0,0.0,6.75,3.47,0.0
20050128:2109,0.0,0.0,6.36,3.6,0.0
20050128:2209,0.0,0.0,6.07,3.55,0.0
20050128:2309,0.0,0.0,5.77,3.51,0.0
20050129:0009,0.0,0.0,5.48,3.46,0.0
20050129:0109,0.0,0.0,5.22,3.47,0.0
20050129:0209,0.0,0.0,4.97,3.47,0.0
20050129:0309,0.0,0.0,4.71,3.48,0.0
20050129:0409,0.0,0.0,4.52,3.31,0.0
20050129:0509,0.0,0.0,4.32,3.14,0.0
20050129:0609,0.0,0.0,4.12,2.98,0.0
20050129:0709,0.0,0.0,4.56,2.58,0.0
20050129:0809,166.72,6.28,4.99,2.19,0.0
20050129:0909,682.84,16.29,5.43,1.79,0.0
20050129:1009,925.65,24.84,6.94,1.8,0.0
20050129:1109,1056.01,31.22,8.44,1.81,0.0
20050129:1209,1083.04,34.66,9.95,1.82,0.0
20050129:1309,1105.56,34.58,10.74,2.38,0.0
20050129:1409,1107.7,31.01,11.54,2.94,0.0
20050129:1509,1120.44,24.53,12.34,3.5,0.0
20050129:1609,1190.08,15.91,11.7,3.14,0.0
20050129:1709,1157.94,5.84,11.06,2.79,0.0
20050129:1809,0.0,0.0,10.42,2.43,0.0
20050129:1909,0.0,0.0,10.03,2.72,0.0
20050129:2009,0.0,0.0,9.64,3.01,0.0
20050129:2109,0.0,0.0,9.25,3.3,0.0
20050129:2209,0.0,0.0,8.93,3.26,0.0
20050129:2309,0.0,0.0,8.6,3.23,0.0
20050130:0009,0.0,0.0,8.28,3.2,0.0
20050130:0109,0.0,0.0,8.0,3.15,0.0
20050130:0209,0.0,0.0,7.72,3.11,0.0
20050130:0309,0.0,0.0,7.44,3.06,0.0
20050130:0409,0.0,0.0,7.17,3.01,0.0
20050130:0509,0.0,0.0,6.9,2.96,0.0
20050130:0609,0.0,0.0,6.62,2.91,0.0
20050130:0709,0.0,0.0,6.71,3.65,0.0
20050130:0809,191.92,6.42,6.79,4.38,0.0
20050130:0909,695.4,16.47,6.88,5.12,0.0
20050130:1009,927.93,25.05,7.94,4.96,0.0
20050130:1109,1057.1,31.46,9.0,4.8,0.0
20050130:1209,1092.48,34.92,10.06,4.63,0.0
20050130:1309,1089.88,34.86,11.07,4.8,0.0
20050130:1409,1118.13,31.28,12.08,4.97,0.0
20050130:1509,1169.77,24.78,13.1,5.14,0.0
20050130:1609,1151.93,16.14,12.51,4.45,0.0
20050130:1709,1181.68,6.05,11.93,3.75,0.0
20050130:1809,0.0,0.0,11.35,3.05,0.0
20050130:1909,0.0,0.0,10.65,2.96,0.0
20050130:2009,0.0,0.0,9.95,2.86,0.0
20050130:2109,0.0,0.0,9.25,2.77,0.0
20050130:2209,0.0,0.0,8.73,2.74,0.0
20050130:2309,0.0,0.0,8.21,2.7,0.0
20050131:0009,0.0,0.0,7.69,2.66,0.0
20050131:0109,0.0,0.0,7.31,2.61,0.0
20050131:0209,0.0,0.0,6.93,2.55,0.0
20050131:0309,0.0,0.0,6.55,2.5,0.0
20050131:0409,0.0,0.0,6.21,2.48,0.0
20050131:0509,0.0,0.0,5.87,2.46,0.0
20050131:0609,0.0,0.0,5.52,2.44,0.0
20050131:0709,0.0,0.0,5.94,3.02,0.0
20050131:0809,126.31,6.58,6.35,3.6,0.0
20050131:0909,707.24,16.65,6.77,4.18,0.0
20050131:1009,904.59,25.26,8.44,4.41,0.0
20050131:1109,1021.72,31.7,10.11,4.64,0.0
20050131:1209,1018.56,35.19,11.78,4.87,0.0
20050131:1309,1123.45,35.14,12.31,5.0,0.0
20050131:1409,1154.71,31.56,12.84,5.13,0.0
20050131:1509,1104.1,25.03,13.38,5.26,0.0
20050131:1609,1098.22,16.37,12.63,4.41,0.0
20050131:1709,1272.06,6.27,11.89,3.57,0.0
20050131:1809,0.0,0.0,11.15,2.73,0.0
20050131:1909,0.0,0.0,10.46,2.81,0.0
20050131:2009,0.0,0.0,9.77,2.89,0.0
20050131:2109,0.0,0.0,9.07,2.97,0.0
20050131:2209,0.0,0.0,8.66,2.95,0.0
20050131:2309,0.0,0.0,8.24,2.94,0.0
20050201:0009,0.0,0.0,7.83,2.92,0.0
20050201:0109,0.0,0.0,7.66,2.91,0.0
20050201:0209,0.0,0.0,7.5,2.89,0.0
20050201:0309,0.0,0.0,7.33,2.87,0.0
20050201:0409,0.0,0.0,6.99,2.82,0.0
20050201:0509,0.0,0.0,6.64,2.78,0.0
20050201:0609,0.0,0.0,6.29,2.73,0.0
20050201:0709,0.0,0.0,6.93,3.04,0.0
20050201:0809,59.23,6.74,7.57,3.35,0.0
20050201:0909,555.03,16.84,8.2,3.66,0.0
20050201:1009,811.58,25.48,9.86,3.69,0.0
20050201:1109,903.06,31.95,11.51,3.73,0.0
20050201:1209,1049.43,35.47,13.17,3.77,0.0
20050201:1309,1016.92,35.42,13.58,3.45,0.0
20050201:1409,1009.86,31.83,14.0,3.13,0.0
20050201:1509,1062.07,25.29,14.41,2.81,0.0
20050201:1609,1003.44,16.61,13.88,2.95,0.0
20050201:1709,933.82,6.49,13.34,3.08,0.0
20050201:1809,0.0,0.0,12.81,3.21,0.0
20050201:1909,0.0,0.0,12.0,3.32,0.0
20050201:2009,0.0,0.0,11.19,3.43,0.0
20050201:2109,0.0,0.0,10.37,3.54,0.0
20050201:2209,0.0,0.0,9.83,3.36,0.0
20050201:2309,0.0,0.0,9.29,3.18,0.0
20050202:0009,0.0,0.0,8.75,2.99,0.0
20050202:0109,0.0,0.0,8.37,2.94,0.0
20050202:0209,0.0,0.0,7.99,2.89,0.0
20050202:0309,0.0,0.0,7.61,2.84,0.0
20050202:0409,0.0,0.0,7.27,2.74,0.0
20050202:0509,0.0,0.0,6.93,2.64,0.0
20050202:0609,0.0,0.0,6.59,2.54,0.0
20050202:0709,0.0,0.0,7.18,2.87,0.0
20050202:0809,77.55,6.9,7.77,3.2,0.0
20050202:0909,567.5,17.03,8.36,3.53,0.0
20050202:1009,814.49,25.7,9.96,3.14,0.0
20050202:1109,886.09,32.21,11.57,2.74,0.0
20050202:1209,999.54,35.75,13.17,2.34,0.0
20050202:1309,1045.89,35.71,13.9,2.26,0.0
20050202:1409,1051.52,32.11,14.64,2.17,0.0
20050202:1509,1030.55,25.55,15.38,2.08,0.0
20050202:1609,897.53,16.85,14.72,2.5,0.0
20050202:1709,830.45,6.71,14.06,2.92,0.0
20050202:1809,0.0,0.0,13.4,3.34,0.0
20050202:1909,0.0,0.0,12.64,3.42,0.0
20050202:2009,0.0,0.0,11.88,3.49,0.0
20050202:2109,0.0,0.0,11.11,3.57,0.0
20050202:2209,0.0,0.0,10.74,3.59,0.0
20050202:2309,0.0,0.0,10.36,3.61,0.0
20050203:0009,0.0,0.0,9.98,3.63,0.0
20050203:0109,0.0,0.0,9.56,3.45,0.0
20050203:0209,0.0,0.0,9.13,3.27,0.0
20050203:0309,0.0,0.0,8.7,3.09,0.0
20050203:0409,0.0,0.0,8.38,2.97,0.0
20050203:0509,0.0,0.0,8.06,2.86,0.0
20050203:0609,0.0,0.0,7.74,2.74,0.0
20050203:0709,0.0,0.0,8.39,2.73,0.0
20050203:0809,85.96,7.08,9.04,2.71,0.0
20050203:0909,579.41,17.22,9.68,2.69,0.0
20050203:1009,791.72,25.93,11.08,2.81,0.0
20050203:1109,952.09,32.47,12.48,2.93,0.0
20050203:1209,1009.88,36.03,13.88,3.05,0.0
20050203:1309,1055.38,36.01,14.39,2.83,0.0
20050203:1409,1089.24,32.4,14.91,2.62,0.0
20050203:1509,1000.23,25.82,15.42,2.4,0.0
20050203:1609,912.02,17.09,14.81,2.42,0.0
20050203:1709,859.64,6.93,14.2,2.44,0.0
20050203:1809,0.0,0.0,13.59,2.46,0.0
20050203:1909,0.0,0.0,12.82,2.59,0.0
20050203:2009,0.0,0.0,12.04,2.72,0.0
20050203:2109,0.0,0.0,11.26,2.86,0.0
20050203:2209,0.0,0.0,10.81,2.79,0.0
20050203:2309,0.0,0.0,10.36,2.72,0.0
20050204:0009,0.0,0.0,9.91,2.65,0.0
20050204:0109,0.0,0.0,9.55,2.89,0.0
20050204:0209,0.0,0.0,9.19,3.14,0.0
20050204:0309,0.0,0.0,8.83,3.38,0.0
20050204:0409,0.0,0.0,8.52,3.18,0.0
20050204:0509,0.0,0.0,8.21,2.98,0.0
20050204:0609,0.0,0.0,7.89,2.79,0.0
20050204:0709,0.0,0.0,8.51,2.72,0.0
20050204:0809,58.27,7.25,9.13,2.65,0.0
20050204:0909,592.46,17.43,9.74,2.58,0.0
20050204:1009,803.05,26.16,10.98,2.73,0.0
20050204:1109,927.48,32.74,12.23,2.88,0.0
20050204:1209,288.74,36.32,13.47,3.03,0.0
20050204:1309,1039.23,36.31,13.74,3.2,0.0
20050204:1409,273.07,32.69,14.02,3.36,0.0
20050204:1509,195.92,26.08,14.3,3.52,0.0
20050204:1609,102.76,17.33,13.54,3.35,0.0
20050204:1709,443.78,7.15,12.79,3.19,0.0
20050204:1809,0.0,0.0,12.03,3.02,0.0
20050204:1909,0.0,0.0,11.46,3.2,0.0
20050204:2009,0.0,0.0,10.88,3.37,0.0
20050204:2109,0.0,0.0,10.3,3.54,0.0
20050204:2209,0.0,0.0,10.0,3.35,0.0
20050204:2309,0.0,0.0,9.69,3.16,0.0
20050205:0009,0.0,0.0,9.38,2.97,0.0
20050205:0109,0.0,0.0,8.83,2.74,0.0
20050205:0209,0.0,0.0,8.28,2.51,0.0
20050205:0309,0.0,0.0,7.72,2.28,0.0
20050205:0409,0.0,0.0,7.39,2.28,0.0
20050205:0509,0.0,0.0,7.06,2.29,0.0
20050205:0609,0.0,0.0,6.72,2.29,0.0
20050205:0709,0.0,0.0,7.45,2.19,0.0
20050205:0809,67.61,7.43,8.18,2.1,0.0
20050205:0909,660.59,17.63,8.9,2.0,0.0
20050205:1009,918.55,26.4,10.21,2.04,0.0
20050205:1109,1021.88,33.01,11.53,2.07,0.0
20050205:1209,1098.8,36.62,12.84,2.11,0.0
20050205:1309,1040.61,36.61,13.12,1.49,0.0
20050205:1409,1016.28,32.98,13.41,0.86,0.0
20050205:1509,1026.6,26.35,13.7,0.23,0.0
20050205:1609,941.02,17.58,13.07,0.87,0.0
20050205:1709,229.64,7.37,12.43,1.5,0.0
20050205:1809,0.0,0.0,11.8,2.14,0.0
20050205:1909,0.0,0.0,11.13,2.21,0.0
20050205:2009,0.0,0.0,10.46,2.28,0.0
20050205:2109,0.0,0.0,9.78,2.34,0.0
20050205:2209,0.0,0.0,9.45,1.85,0.0
20050205:2309,0.0,0.0,9.12,1.35,0.0
20050206:0009,0.0,0.0,8.79,0.86,0.0
20050206:0109,0.0,0.0,8.25,0.62,0.0
20050206:0209,0.0,0.0,7.7,0.39,0.0
20050206:0309,0.0,0.0,7.15,0.15,0.0
20050206:0409,0.0,0.0,6.76,0.61,0.0
20050206:0509,0.0,0.0,6.37,1.06,0.0
20050206:0609,0.0,0.0,5.98,1.52,0.0
20050206:0709,0.0,0.0,6.68,1.57,0.0
20050206:0809,76.62,7.62,7.37,1.62,0.0
20050206:0909,520.66,17.85,8.06,1.67,0.0
20050206:1009,707.85,26.64,9.16,1.95,0.0
20050206:1109,857.09,33.28,10.27,2.23,0.0
20050206:1209,554.08,36.92,11.37,2.51,0.0
20050206:1309,723.33,36.91,11.53,2.5,0.0
20050206:1409,249.7,33.27,11.7,2.49,0.0
20050206:1509,199.01,26.62,11.86,2.48,0.0
20050206:1609,38.94,17.82,11.27,2.32,0.0
20050206:1709,248.69,7.59,10.68,2.16,0.0
20050206:1809,0.0,0.0,10.09,2.0,0.0
20050206:1909,0.0,0.0,9.54,2.15,0.0
20050206:2009,0.0,0.0,8.99,2.29,0.0
20050206:2109,0.0,0.0,8.43,2.44,0.0
20050206:2209,0.0,0.0,7.92,2.28,0.0
20050206:2309,0.0,0.0,7.41,2.12,0.0
20050207:0009,0.0,0.0,6.9,1.96,0.0
20050207:0109,0.0,0.0,6.66,1.77,0.0
20050207:0209,0.0,0.0,6.42,1.57,0.0
20050207:0309,0.0,0.0,6.18,1.38,0.0
20050207:0409,0.0,0.0,6.02,1.54,0.0
20050207:0509,0.0,0.0,5.86,1.69,0.0
20050207:0609,0.0,0.0,5.69,1.85,0.0
20050207:0709,0.0,0.0,6.51,2.25,0.0
20050207:0809,133.73,7.81,7.32,2.66,0.0
20050207:0909,687.44,18.06,8.13,3.06,0.0
20050207:1009,828.3,26.89,9.11,3.36,0.0
20050207:1109,39.36,33.56,10.08,3.65,0.0
20050207:1209,47.09,37.22,11.06,3.94,0.0
20050207:1309,103.44,37.23,10.96,3.54,0.0
20050207:1409,1138.36,33.57,10.86,3.14,0.0
20050207:1509,1082.96,26.89,10.76,2.73,0.0
20050207:1609,52.03,18.07,10.13,2.42,0.0
20050207:1709,155.71,7.81,9.5,2.11,0.0
20050207:1809,0.0,-3.34,8.87,1.79,1.0
20050207:1909,0.0,0.0,8.41,1.79,0.0
20050207:2009,0.0,0.0,7.95,1.79,0.0
20050207:2109,0.0,0.0,7.48,1.79,0.0
20050207:2209,0.0,0.0,7.26,1.8,0.0
20050207:2309,0.0,0.0,7.04,1.8,0.0
20050208:0009,0.0,0.0,6.81,1.81,0.0
20050208:0109,0.0,0.0,6.84,1.93,0.0
20050208:0209,0.0,0.0,6.87,2.06,0.0
20050208:0309,0.0,0.0,6.89,2.18,0.0
20050208:0409,0.0,0.0,6.59,2.06,0.0
20050208:0509,0.0,0.0,6.28,1.93,0.0
20050208:0609,0.0,0.0,5.97,1.81,0.0
20050208:0709,0.0,0.0,6.64,2.24,0.0
20050208:0809,202.56,8.01,7.31,2.67,0.0
20050208:0909,721.95,18.29,7.97,3.1,0.0
20050208:1009,931.96,27.15,9.39,3.0,0.0
20050208:1109,1038.88,33.85,10.8,2.89,0.0
20050208:1209,1101.51,37.53,12.22,2.79,0.0
20050208:1309,1135.0,37.54,12.87,2.5,0.0
20050208:1409,1160.87,33.87,13.52,2.21,0.0
20050208:1509,1164.41,27.17,14.17,1.92,0.0
20050208:1609,1146.71,18.31,13.64,2.14,0.0
20050208:1709,986.53,8.04,13.1,2.37,0.0
20050208:1809,0.0,-3.14,12.57,2.59,1.0
20050208:1909,0.0,0.0,11.83,2.69,0.0
20050208:2009,0.0,0.0,11.09,2.78,0.0
20050208:2109,0.0,0.0,10.34,2.87,0.0
20050208:2209,0.0,0.0,9.88,2.66,0.0
20050208:2309,0.0,0.0,9.42,2.45,0.0
20050209:0009,0.0,0.0,8.95,2.23,0.0
20050209:0109,0.0,0.0,8.65,2.1,0.0
20050209:0209,0.0,0.0,8.34,1.96,0.0
20050209:0309,0.0,0.0,8.03,1.82,0.0
20050209:0409,0.0,0.0,7.73,1.81,0.0
20050209:0509,0.0,0.0,7.42,1.79,0.0
20050209:0609,0.0,0.0,7.11,1.78,0.0
20050209:0709,0.0,0.0,7.67,2.39,0.0
20050209:0809,115.95,8.21,8.23,3.0,0.0
20050209:0909,715.3,18.51,8.78,3.61,0.0
20050209:1009,933.78,27.4,10.51,3.77,0.0
20050209:1109,1040.74,34.14,12.25,3.92,0.0
20050209:1209,1102.34,37.85,13.98,4.07,0.0
20050209:1309,1139.99,37.86,14.86,3.96,0.0
20050209:1409,1161.3,34.17,15.75,3.85,0.0
20050209:1509,1159.12,27.44,16.63,3.74,0.0
20050209:1609,1143.34,18.56,16.01,3.48,0.0
20050209:1709,1122.59,8.26,15.39,3.22,0.0
20050209:1809,0.0,-2.93,14.77,2.97,1.0
20050209:1909,0.0,0.0,13.85,3.03,0.0
20050209:2009,0.0,0.0,12.93,3.1,0.0
20050209:2109,0.0,0.0,12.01,3.17,0.0
20050209:2209,0.0,0.0,11.44,3.15,0.0
20050209:2309,0.0,0.0,10.86,3.14,0.0
20050210:0009,0.0,0.0,10.28,3.12,0.0
20050210:0109,0.0,0.0,9.99,3.0,0.0
20050210:0209,0.0,0.0,9.7,2.89,0.0
20050210:0309,0.0,0.0,9.4,2.77,0.0
20050210:0409,0.0,0.0,9.08,2.77,0.0
20050210:0509,0.0,0.0,8.75,2.76,0.0
20050210:0609,0.0,0.0,8.42,2.76,0.0
20050210:0709,0.0,0.0,9.12,3.42,0.0
20050210:0809,130.19,8.42,9.82,4.07,0.0
20050210:0909,727.29,18.75,10.51,4.73,0.0
20050210:1009,930.59,27.67,12.01,5.42,0.0
20050210:1109,1043.74,34.44,13.51,6.1,0.0
20050210:1209,1104.37,38.17,15.01,6.79,0.0
20050210:1309,1105.43,38.18,15.58,6.44,0.0
20050210:1409,1163.32,34.47,16.16,6.1,0.0
20050210:1509,376.09,27.72,16.74,5.75,0.0
20050210:1609,509.81,18.81,15.93,4.84,0.0
20050210:1709,821.11,8.49,15.13,3.93,0.0
20050210:1809,0.0,-2.72,14.32,3.02,1.0
20050210:1909,0.0,0.0,13.45,3.01,0.0
20050210:2009,0.0,0.0,12.57,3.0,0.0
20050210:2109,0.0,0.0,11.69,2.99,0.0
20050210:2209,0.0,0.0,11.23,2.97,0.0
20050210:2309,0.0,0.0,10.77,2.95,0.0
20050211:0009,0.0,0.0,10.31,2.92,0.0
20050211:0109,0.0,0.0,10.1,2.91,0.0
20050211:0209,0.0,0.0,9.89,2.89,0.0
20050211:0309,0.0,0.0,9.67,2.87,0.0
20050211:0409,0.0,0.0,9.34,2.83,0.0
20050211:0509,0.0,0.0,9.0,2.79,0.0
20050211:0609,0.0,0.0,8.66,2.74,0.0
20050211:0709,0.0,0.0,9.37,3.35,0.0
20050211:0809,143.74,8.63,10.07,3.96,0.0
20050211:0909,693.27,18.98,10.77,4.57,0.0
20050211:1009,910.64,27.94,12.33,4.92,0.0
20050211:1109,1040.08,34.74,13.9,5.27,0.0
20050211:1209,1070.18,38.49,15.46,5.63,0.0
20050211:1309,1107.41,38.51,15.9,5.31,0.0
20050211:1409,1091.36,34.78,16.35,4.99,0.0
20050211:1509,1047.6,28.0,16.8,4.68,0.0
20050211:1609,1071.08,19.06,16.07,4.03,0.0
20050211:1709,1141.53,8.71,15.34,3.38,0.0
20050211:1809,0.0,-2.52,14.61,2.73,1.0
20050211:1909,0.0,0.0,13.74,3.15,0.0
20050211:2009,0.0,0.0,12.87,3.57,0.0
