DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux		qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	air_t_mean	air_p_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ch4_mean	rssi_77_mean	ch4_aux-1_mean	ch4_aux-2_mean	ch4_aux-3_mean	ch4_aux-4_mean	ch4_tc_1_mean	ch4_tc_2_mean	ch4_tc_3_mean	PA_1_1_1	P_RAIN_1_1_1	TA_1_1_1	CHK
DATA	2021-05-28T190000_smart3-00433.ghg	28/05/2021	19:30:00	148.8123	0	18000	18000	-0.0394855	0	NaN	-0.719502	2	NaN	-3.92561	2	NaN	1.71536	-0.037051776	NaN	-0.0892978	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.38E-10	-5.55E-12	NaN	NaN	16.9968	419.696	426.879	0.1	0	681.414	16.8259	17.1139	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	300.305	298.709	101112	1.17184	1014.87	0.0246927	-0.00578649	0.0122791	1692.67	3263.51	0.0104784	51.8666	1570.84	288.047	-1.28611	-1.20186	0.0399436	1.76072	-2.54E-14	-8.14E-15	1.76072	3.95498	31.6229	223.061	1.29992	NaN	0.183563	0.371614	756.871	0.00528492	0.183284	0.00329585	1	29.2998	13	26	49	86	169	583	-0.0392077	1.00708	-0.947619	1.01107	-3.62448	1.04821	1.70487	1.04821	-0.0824478	1.04821	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800001019	899999999	899999999	89999	89999	89	89	13	5	0	3	11	16	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.197956	0.499342	0.0459311	0.0794389	0.0102666	170.553	NaN	NaN	-0.000796808	0.00170487	-0.0824478	NaN	NaN	292.754	101491	24.43	407.615	16.3412	14.51	72.8291	492.848	0.10999	0.000638933	0.000616419	3.81046E-05	5.52414E-05	9999.99	9999.99	9999.99	101435	0	293.722	118	
DATA	2021-05-28T193000_smart3-00433.ghg	28/05/2021	20:00:00	148.8332	0	18000	18000	-0.0278552	0	NaN	-7.64212	1	NaN	0.668805	2	NaN	4.11188	-0.088816608	NaN	0.0151983	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.64E-11	3.16E-12	NaN	NaN	17.1539	422.189	429.699	0.1	0	710.111	17.4771	17.788	0.2	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	299.322	297.67	101112	1.17565	1015.21	0.0246118	0.00098485	0.0127962	1757.82	3067.5	0.0108844	57.3045	1309.69	288.634	-1.0409	-1.47126	0.0147982	1.8023	-1.76E-14	4.46E-15	1.8023	3.33104	20.2212	234.721	0.470444	NaN	0.153927	0.143694	42.0212	0.0951901	-11.4265	0.0415975	1	35.2157	15	33	67	126	274	1187	-0.027631	1.00811	-7.49357	1.01474	1.24664	1.06635	4.19608	1.06635	0.0283293	1.06635	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	10	9	2	23	21	92	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	73	0.15695	0.0871231	0.0433152	0.0866876	0.00918894	18.6209	NaN	NaN	-0.00627852	0.00419608	0.0283293	NaN	NaN	291.546	101528	24.43	409.538	16.9534	15.0894	72.07	659.061	0.0828487	0.000665554	0.000649489	4.51332E-05	6.19249E-05	9999.99	9999.99	9999.99	101484	0	292.766	38	
DATA	2021-05-28T200000_smart3-00433.ghg	28/05/2021	20:30:00	148.854	0	18000	18000	-0.0103527	0	NaN	-7.52756	0	NaN	-1.85421	0	NaN	3.36798	-0.072748368	NaN	-0.0421028	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.39E-11	-9.72E-13	NaN	NaN	17.3542	425.956	433.46	0.2	0	705.326	17.3122	17.6172	0.2	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	298.486	296.854	101105	1.17887	1015.09	0.0245449	-0.00272826	0.01271	1741.19	2921.01	0.0107815	59.6092	1179.82	288.486	-0.99733	-0.664187	0.0154275	1.19835	-3.70E-14	-1.38E-15	1.19835	2.41933	43.2815	213.662	0.737642	NaN	0.0937119	0.160412	9.62555	0.415561	4.05971	0.0671257	1	44.0983	19	43	92	184	433	2245	-0.010218	1.01318	-7.44728	1.02558	-1.05201	1.1065	3.3923	1.1065	-0.0238876	1.1065	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800001019	899999999	899999999	89999	89999	89	89	2	1	3	11	11	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.0901574	0.217948	0.0127182	0.0415575	0.0129027	5.02513	NaN	NaN	-0.00622339	0.0033923	-0.0238876	NaN	NaN	290.793	101535	24.43	413.22	16.7946	14.944	71.5762	636.433	0.0837961	0.000612069	0.000597663	4.42142E-05	0.000059721	9999.99	9999.99	9999.99	101502	0	291.971	70	
DATA	2021-05-28T203000_smart3-00433.ghg	28/05/2021	21:00:00	148.8748	0	18000	18000	-0.00805214	1	NaN	4.41499	2	NaN	2.59925	2	NaN	-1.77884	0.038422944	NaN	0.0589862	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.06E-11	2.78E-12	NaN	NaN	17.6736	432.644	440.142	0	1	695.942	17.0364	17.3317	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	297.863	296.26	101163	1.18203	1014.93	0.0244796	0.00382231	0.0125409	1714.59	2818.24	0.0106096	60.839	1103.65	288.246	-0.890387	-0.800332	-0.010161	1.19726	6.90E-14	3.99E-15	1.19726	1.98373	33.012	221.951	-0.486271	NaN	0.0825357	0.0752069	-11.2161	-0.35663	1.69856	-0.0445887	1	45.1241	20	36	60	91	147	340	-0.00794306	1.01373	4.5089	1.01425	2.08623	1.04219	-1.94184	1.04219	0.0473439	1.04219	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800100019	899999999	899999999	89999	89999	89	89	8	1	3	3	4	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.0272725	0.11955	0.00359135	0.14749	0.0604067	25.8408	NaN	NaN	0.00375845	-0.00194184	0.0473439	NaN	NaN	290.364	101567	24.43	420.071	16.5416	14.713	71.3617	614.379	0.0831779	0.000611215	0.000590701	4.51922E-05	5.93119E-05	9999.99	9999.99	9999.99	101523	0	291.636	41	
DATA	2021-05-28T210000_smart3-00433.ghg	28/05/2021	21:30:00	148.8956	0	18000	18000	-0.0101422	0	NaN	-5.23507	1	NaN	0.873874	2	NaN	2.26964	-0.049024224	NaN	0.0198279	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.09E-10	4.27E-12	NaN	NaN	17.7037	433.123	440.638	0.1	0	697.183	17.0566	17.3526	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	297.686	296.082	101163	1.18273	1014.93	0.0244651	0.00128484	0.0125632	1716.61	2788.15	0.0106223	61.5681	1071.54	288.265	-0.913407	-1.04665	-0.0166609	1.38927	-3.78E-14	6.13E-15	1.38927	2.45593	27.1695	228.889	-0.687137	NaN	0.0926027	0.0874703	13.3596	0.299409	-5.99064	0.0470951	1	53.4206	23	52	112	223	525	2726	-0.0100291	1.01128	-5.07593	1.02167	1.19997	1.09306	2.30716	1.09306	0.0272269	1.09306	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800100019	899999999	899999999	89999	89999	89	89	8	8	2	6	3	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	69	0.0867977	0.0754001	0.0127429	0.0903388	0.0701241	85.8458	NaN	NaN	-0.00422857	0.00230716	0.0272269	NaN	NaN	290.1	101613	24.4358	420.215	16.5485	14.7257	70.6006	589.016	0.0868075	0.000646731	0.000638942	5.10794E-05	0.000065988	9999.99	9999.99	9999.99	101557	0	291.181	251	
DATA	2021-05-28T213000_smart3-00433.ghg	28/05/2021	22:00:00	148.9165	0	18000	18000	-0.0179233	1	NaN	-5.72488	1	NaN	-2.97559	1	NaN	2.22767	-0.048117672	NaN	-0.0675173	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.47E-11	-3.41E-12	NaN	NaN	17.618	430.976	438.59	0.2	0	709.727	17.3615	17.6683	0.2	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	297.749	296.117	101196	1.18285	1015.1	0.0244623	-0.00437512	0.0127893	1747.7	2793.9	0.0108123	62.5541	1046.2	288.544	-0.822073	-0.356891	0.0112114	0.896271	7.39E-14	-4.81E-15	0.896271	2.67044	54.3936	203.467	0.716731	NaN	0.123096	0.19548	28.7037	0.139355	1.92395	0.0387332	1	17.1683	7	16	33	62	136	599	-0.0177456	1.01001	-5.8099	1.01608	-2.27827	1.06246	2.39095	1.06246	-0.0516948	1.06246	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800110019	899999999	899999999	89999	89999	89	89	3	3	4	15	10	14	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	67	0.0865247	0.296884	0.00755216	0.0479417	0.0244762	17.1578	NaN	NaN	-0.00483871	0.00239095	-0.0516948	NaN	NaN	290.209	101626	24.44	418.288	16.8504	15.0093	70.1005	556.014	0.0916297	0.000642179	0.00062943	5.07118E-05	6.48307E-05	9999.99	9999.99	9999.99	101579	0	291.346	57	
DATA	2021-05-28T220000_smart3-00433.ghg	28/05/2021	22:30:00	148.9373	0	18000	18000	-0.0200388	1	NaN	6.17659	2	NaN	11.5625	2	NaN	-4.57408	0.098800128	NaN	0.262154	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.36E-11	-2.38E-12	NaN	NaN	18.3655	447.962	455.587	0	1	686.098	16.735	17.0198	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	296.888	295.318	101196	1.18632	1014.74	0.0243915	0.0169876	0.0123635	1684.97	2661.87	0.0104217	63.3002	976.9	287.976	-0.867748	0.0693658	0.0158933	0.870661	-2.05E-13	-3.46E-15	0.870661	1.83814	86.3355	175.43	1.04595	NaN	0.129968	0.323688	-31.3092	-0.127758	0.534193	-0.0394783	1	17.989	8	15	26	41	70	183	-0.0196949	1.01746	6.76614	1.01639	10.4057	1.04214	-4.80742	1.04214	0.235927	1.04214	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	4	1	1	0	5	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	68	0.0888595	0.556366	0.0021509	0.295255	0.377093	245.494	NaN	NaN	0.00562064	-0.00480742	0.235927	NaN	NaN	289.605	101638	24.44	435.06	16.2539	14.4486	69.576	517.787	0.0951111	0.000636357	0.000625218	5.09793E-05	6.52853E-05	9999.99	9999.99	9999.99	101589	0	291.111	222	
DATA	2021-05-28T223000_smart3-00433.ghg	28/05/2021	23:00:00	148.9581	0	18000	18000	-0.014041	0	NaN	-7.04496	1	NaN	-1.12719	2	NaN	-0.387318	0.008366069	NaN	-0.0255728	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.70E-11	6.71E-13	NaN	NaN	17.728	433.275	440.808	0	1	699.284	17.0906	17.3877	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	297.585	295.978	101232	1.18394	1014.95	0.0244401	-0.00165712	0.0126011	1721.18	2770.64	0.0106434	62.1223	1049.45	288.306	-1.45627	-1.13438	0.0174839	1.84603	1.06E-14	9.59E-16	1.84603	3.12708	36.9717	217.917	0.54266	NaN	0.108902	0.0961591	16.1542	0.247614	6.25004	0.0538358	1	61.735	27	60	129	255	600	3093	-0.0138925	1.01069	-6.96642	1.02101	-0.454117	1.09549	-0.0229442	1.09549	-0.0103027	1.09549	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	8	8	0	5	1	9	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	67	0.0802786	0.0852729	0.0267667	0.390501	0.199967	564.67	NaN	NaN	-0.00579744	-2.29442E-05	-0.0103027	NaN	NaN	290.034	101662	24.44	420.478	16.5873	14.7625	67.6757	458.222	0.113809	0.000609466	0.000603253	0.000050307	0.000063473	9999.99	9999.99	9999.99	101614	0	291.115	215	
DATA	2021-05-28T230000_smart3-00433.ghg	28/05/2021	23:30:00	148.979	0	18000	18000	-0.0213454	0	NaN	-16.3483	0	NaN	-5.89914	1	NaN	5.15117	-0.111265272	NaN	-0.133847	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.56E-11	6.44E-13	NaN	NaN	17.5058	428.061	435.74	0.1	0	720.741	17.6239	17.9401	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	297.722	296.064	101227	1.1833	1015.25	0.0244525	-0.00867328	0.0129877	1774.51	2785.03	0.0109759	63.7159	1010.52	288.782	-1.32966	-1.08361	0.0180897	1.71538	-1.21E-13	8.94E-16	1.71538	3.26815	36.8619	219.178	0.604227	NaN	0.134309	0.150787	13.0596	0.306289	2.7713	0.101321	1	42.2863	19	41	88	173	406	2068	-0.0210994	1.01166	-16.3196	1.02301	-3.93076	1.10301	5.45128	1.10301	-0.0891859	1.10301	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	9	15	0	13	9	17	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	70	0.14184	0.128651	0.0310822	0.0523643	0.0120136	14.1761	NaN	NaN	-0.0135845	0.00545128	-0.0891859	NaN	NaN	290.364	101664	24.44	415.688	17.1146	15.2571	70.5565	383.984	0.137529	0.000641013	0.000635209	5.41786E-05	6.74229E-05	9999.99	9999.99	9999.99	101616	0	291.36	159	
																																																																																																																																																																																																					
																		1.666917857	1440.217028																																																																																																																																																																																		
